ID,Source,Sentence,temporal_gold,spatial_gold,temporal_OK,spatial_OK,temporal_final,spatial_final,note,annotator,status
P0265,policy_dataset,Certified teaching assistants edit complete sensitive medical data after business hours via trusted platforms.,after business hours,via trusted platforms,LLM_MOCK,LLM_MOCK,after business hours,via trusted platforms,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0266,policy_dataset,Certified verified public health agents upload lab procedures during meetings in the admissions office.,,,LLM_MOCK,LLM_MOCK,,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0267,policy_dataset,Charge nurses create office visit records during emergency hours.,during emergency hours,,LLM_MOCK,LLM_MOCK,during emergency hours,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0268,policy_dataset,Chief admissions officers download final updated gradebooks during the review period in the finance department.,during the review period,,LLM_MOCK,LLM_MOCK,during the review period,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0269,policy_dataset,Chief authorized admissions officers manage official office visit records during the review period.,during the review period,,LLM_MOCK,LLM_MOCK,during the review period,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0270,policy_dataset,Chief doctors add notes to lab procedures during office hours from the office network.,during office hours,from the office network,LLM_MOCK,LLM_MOCK,during office hours,from the office network,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0271,policy_dataset,Chief doctors create audited quarterly financial records during the review period remotely.,quarterly,,LLM_MOCK,LLM_MOCK,quarterly,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0272,policy_dataset,Chief experienced accountants audit transcripts during emergency hours in the registrar office.,during emergency hours,,LLM_MOCK,LLM_MOCK,during emergency hours,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0273,policy_dataset,Chief financial accountants review prescriptions before the deadline in the headquarters.,before the deadline,,LLM_MOCK,LLM_MOCK,before the deadline,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0274,policy_dataset,Chief lead managers manage full digital transaction logs during the academic year.,during the academic year,,LLM_MOCK,LLM_MOCK,during the academic year,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0275,policy_dataset,Chief licensed accountants manage reviewed undergraduate applications during office hours in the accounting office.,during office hours,,LLM_MOCK,LLM_MOCK,during office hours,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0276,policy_dataset,Chief project managers monitor approved final budgets before the deadline in the admissions office.,before the deadline,,LLM_MOCK,LLM_MOCK,before the deadline,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0277,policy_dataset,Chief project managers view master schedules during exam period.,during exam period,,LLM_MOCK,LLM_MOCK,during exam period,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0278,policy_dataset,Chief registrar officers add notes to financial records during office hours in the accounting office.,during office hours,,LLM_MOCK,LLM_MOCK,during office hours,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0279,policy_dataset,Chief senior managers view current active personnel files during surgery hours in the accounting office.,during surgery hours,,LLM_MOCK,LLM_MOCK,during surgery hours,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0280,policy_dataset,Chronic patients audit system logs during emergency hours through an encrypted channel.,during emergency hours,through an encrypted channel,LLM_MOCK,LLM_MOCK,during emergency hours,through an encrypted channel,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0281,policy_dataset,Chronic patients update financial records during their shifts through an encrypted channel.,during their shifts,through an encrypted channel,LLM_MOCK,LLM_MOCK,during their shifts,through an encrypted channel,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0282,policy_dataset,Clerical UAPs review course digital gradebooks on weekends at the cryptography lab.,on weekends,at the cryptography lab,LLM_MOCK,LLM_MOCK,on weekends,at the cryptography lab,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0283,policy_dataset,Clerical laboratory UAPs process gradebooks during surgery hours in the cardiology ward.,during surgery hours,,LLM_MOCK,LLM_MOCK,during surgery hours,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0284,policy_dataset,Compliance auditors access active patient records during the sprint in the hospital.,,,LLM_MOCK,LLM_MOCK,,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0285,policy_dataset,Contractors access graduate undergraduate transcripts after the exam period.,after the exam period,,LLM_MOCK,LLM_MOCK,after the exam period,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0286,policy_dataset,Contractors manage master official schedules during business hours in the library.,during business hours,,LLM_MOCK,LLM_MOCK,during business hours,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0287,policy_dataset,Contractors modify system logs during exam period at the cryptography lab.,during exam period,at the cryptography lab,LLM_MOCK,LLM_MOCK,during exam period,at the cryptography lab,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0288,policy_dataset,Contractors process submitted transfer applications on weekends on the patient portal.,on weekends,,LLM_MOCK,LLM_MOCK,on weekends,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0289,policy_dataset,Contractors review digital system logs during office hours.,during office hours,,LLM_MOCK,LLM_MOCK,during office hours,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0290,policy_dataset,Contractors upload sprint schedules during working hours.,during working hours,,LLM_MOCK,LLM_MOCK,during working hours,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0291,policy_dataset,A contractor views an application on weekends from the office network.,on weekends,from the office network,LLM_MOCK,LLM_MOCK,on weekends,from the office network,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0292,policy_dataset,A course graduate teaching assistant monitors a budget during consultation.,,,LLM_MOCK,LLM_MOCK,,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0293,policy_dataset,A database administrator submits an active application during the academic year from the campus network.,during the academic year,from the campus network,LLM_MOCK,LLM_MOCK,during the academic year,from the campus network,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0294,policy_dataset,A database administrator views a diagnosis during working hours using internal devices.,during working hours using internal devices,using internal devices,LLM_MOCK,LLM_MOCK,during working hours using internal devices,using internal devices,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0295,policy_dataset,A department chair accesses a digital system log during the day using authorized workstations.,during the day,using authorized workstations,LLM_MOCK,LLM_MOCK,during the day,using authorized workstations,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0296,policy_dataset,A department chair approves a critical task during emergency hours from the campus network.,during emergency hours,from the campus network,LLM_MOCK,LLM_MOCK,during emergency hours,from the campus network,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0297,policy_dataset,A department chair retrieves a current digital office visit record before the deadline.,before the deadline,,LLM_MOCK,LLM_MOCK,before the deadline,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0298,policy_dataset,A department chair reviews an updated diagnosis during office hours.,during office hours,,LLM_MOCK,LLM_MOCK,during office hours,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0299,policy_dataset,A department chair submits an academic current transcript during business hours.,during business hours,,LLM_MOCK,LLM_MOCK,during business hours,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0300,policy_dataset,A department teaching assistant audits a current office visit record during the review period in the cardiology ward.,during the review period,,LLM_MOCK,LLM_MOCK,during the review period,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0301,policy_dataset,A department teaching assistant downloads a sealed transcript during her shift.,during her shift,,LLM_MOCK,LLM_MOCK,during her shift,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0302,policy_dataset,A designated health care provider adds notes to an authorized lab procedure during meetings via the patient portal.,,via the patient portal,LLM_MOCK,LLM_MOCK,,via the patient portal,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0303,policy_dataset,A designated health care provider manages a transcript during meetings.,,,LLM_MOCK,LLM_MOCK,,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0304,policy_dataset,A designated health care provider monitors a current task during emergency hours in the admissions office.,during emergency hours,,LLM_MOCK,LLM_MOCK,during emergency hours,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0305,policy_dataset,A designated health care provider reviews a personnel file during office hours via the patient portal.,during office hours,via the patient portal,LLM_MOCK,LLM_MOCK,during office hours,via the patient portal,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0306,policy_dataset,A designated health care provider uploads a verified complete immunization record after business hours.,after business hours,,LLM_MOCK,LLM_MOCK,after business hours,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0307,policy_dataset,A doctor approves a transaction log after business hours at the cryptography lab.,after business hours,at the cryptography lab,LLM_MOCK,LLM_MOCK,after business hours,at the cryptography lab,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0308,policy_dataset,A doctor downloads a digital current office visit record during the sprint from external IP addresses.,,from external IP addresses,LLM_MOCK,LLM_MOCK,,from external IP addresses,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0309,policy_dataset,A doctor edits a scheduled lab procedure during rounds.,,,LLM_MOCK,LLM_MOCK,,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0310,policy_dataset,A doctor modifies a final official gradebook on weekends.,on weekends,,LLM_MOCK,LLM_MOCK,on weekends,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0311,policy_dataset,A doctor monitors a complete certified financial record between 8am and 5pm from the campus network.,8am and 5pm,from the campus network,LLM_MOCK,LLM_MOCK,8am and 5pm,from the campus network,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0312,policy_dataset,A doctor reads a revised course schedule during exam period from the office network.,during exam period,from the office network,LLM_MOCK,LLM_MOCK,during exam period,from the office network,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0313,policy_dataset,A doctor reviews an official updated system log after the exam period.,after the exam period,,LLM_MOCK,LLM_MOCK,after the exam period,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0314,policy_dataset,A doctor submits a complete office visit record during the day.,during the day,,LLM_MOCK,LLM_MOCK,during the day,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0315,policy_dataset,A doctor submits a course master gradebook before the deadline.,before the deadline,,LLM_MOCK,LLM_MOCK,before the deadline,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0316,policy_dataset,A doctor views an authorized pending lab procedure before the deadline in the finance department.,before the deadline,,LLM_MOCK,LLM_MOCK,before the deadline,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0317,policy_dataset,A field emergency responder retrieves a transcript during audits.,,,LLM_MOCK,LLM_MOCK,,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0318,policy_dataset,A financial accountant accesses a completed approved lab procedure on weekends.,on weekends,,LLM_MOCK,LLM_MOCK,on weekends,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0319,policy_dataset,A financial experienced accountant checks a gradebook before the deadline via trusted platforms.,before the deadline,via trusted platforms,LLM_MOCK,LLM_MOCK,before the deadline,via trusted platforms,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0320,policy_dataset,A first-response certified emergency responder adds notes to an approved financial record during business hours.,during business hours,,LLM_MOCK,LLM_MOCK,during business hours,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0321,policy_dataset,A first-response emergency responder downloads a patient record during the sprint through an encrypted channel.,,through an encrypted channel,LLM_MOCK,LLM_MOCK,,through an encrypted channel,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0322,policy_dataset,A first-response emergency responder modifies a current gradebook during surgery hours in the finance department.,during surgery hours,,LLM_MOCK,LLM_MOCK,during surgery hours,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0323,policy_dataset,A freshman student generates an authorized urgent lab procedure during the academic year.,during the academic year,,LLM_MOCK,LLM_MOCK,during the academic year,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0324,policy_dataset,A full-time assigned health care provider views a final operational budget during exam period.,during exam period,,LLM_MOCK,LLM_MOCK,during exam period,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0325,policy_dataset,A full-time employee views a schedule during visiting hours in the project office.,during visiting hours,,LLM_MOCK,LLM_MOCK,during visiting hours,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0326,policy_dataset,A full-time lead administrator submits a current graduate transcript on weekends.,on weekends,,LLM_MOCK,LLM_MOCK,on weekends,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0327,policy_dataset,A full-time licensed health care provider updates a course gradebook during the sprint.,,,LLM_MOCK,LLM_MOCK,,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0328,policy_dataset,A full-time licensed registrar officer reviews a current completed lab procedure before the deadline using internal devices.,before the deadline using internal devices,using internal devices,LLM_MOCK,LLM_MOCK,before the deadline using internal devices,using internal devices,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0329,policy_dataset,A full-time permanent employee processes a diagnostic medical data after business hours.,after business hours,,LLM_MOCK,LLM_MOCK,after business hours,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0330,policy_dataset,A full-time project leader accesses a pending lab procedure during the registration period in the neurology ward.,during the registration period,,LLM_MOCK,LLM_MOCK,during the registration period,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0331,policy_dataset,A full-time project leader creates a course schedule at nighttime in the ICU.,at nighttime,ICU,LLM_MOCK,LLM_MOCK,at nighttime,ICU,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0332,policy_dataset,A full-time registrar officer reads a lab procedure during the semester in the faculty office.,during the semester,,LLM_MOCK,LLM_MOCK,during the semester,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0333,policy_dataset,A full-time registrar officer updates an office visit record during the semester in the project office.,during the semester,,LLM_MOCK,LLM_MOCK,during the semester,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0334,policy_dataset,A full-time reviewing admissions officer submits a verified clinical medical data during night shift.,during night shift,,LLM_MOCK,LLM_MOCK,during night shift,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0335,policy_dataset,A full-time student modifies a digital current system log during office hours in the headquarters.,during office hours,,LLM_MOCK,LLM_MOCK,during office hours,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0336,policy_dataset,A graduate certified teaching assistant edits a current diagnosis during visiting hours.,during visiting hours,,LLM_MOCK,LLM_MOCK,during visiting hours,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0337,policy_dataset,A head experienced nurse reads a graduate transcript after the exam period in the library.,after the exam period,,LLM_MOCK,LLM_MOCK,after the exam period,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0338,policy_dataset,A health care provider accesses an annual allocated budget on weekends.,annual,,LLM_MOCK,LLM_MOCK,annual,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0339,policy_dataset,A health care provider audits an approved budget after business hours from the office network.,after business hours,from the office network,LLM_MOCK,LLM_MOCK,after business hours,from the office network,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0340,policy_dataset,A health care provider modifies a master schedule after business hours.,after business hours,,LLM_MOCK,LLM_MOCK,after business hours,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0341,policy_dataset,A health care provider processes a verified digital health record before the deadline in the project office.,before the deadline,,LLM_MOCK,LLM_MOCK,before the deadline,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0342,policy_dataset,A health care provider updates an application during the registration period.,during the registration period,,LLM_MOCK,LLM_MOCK,during the registration period,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0343,policy_dataset,A lab assigned teaching assistant submits a health record during consultation in the pediatric ward.,,,LLM_MOCK,LLM_MOCK,,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0344,policy_dataset,A lab graduate teaching assistant modifies a graduate reviewed application during her shift.,during her shift,,LLM_MOCK,LLM_MOCK,during her shift,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0345,policy_dataset,A laboratory medical UAP audits a current budget during rounds via trusted platforms.,,UAP,LLM_MOCK,LLM_MOCK,,UAP,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0346,policy_dataset,A lead administrator submits a patient record during working hours.,during working hours,,LLM_MOCK,LLM_MOCK,during working hours,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0347,policy_dataset,A lead administrator views a patient record during the day through an encrypted channel.,during the day,through an encrypted channel,LLM_MOCK,LLM_MOCK,during the day,through an encrypted channel,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0348,policy_dataset,A lead auditor audits an active immunization record during the academic year.,during the academic year,,LLM_MOCK,LLM_MOCK,during the academic year,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0349,policy_dataset,A lead chief doctor edits a digital updated transaction log during exam period.,during exam period,,LLM_MOCK,LLM_MOCK,during exam period,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0350,policy_dataset,A lead chief doctor monitors a current updated task during the day in the pediatric ward.,during the day,,LLM_MOCK,LLM_MOCK,during the day,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0351,policy_dataset,A lead experienced doctor reviews an active office visit record during audits in the faculty office.,,,LLM_MOCK,LLM_MOCK,,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0352,policy_dataset,A lead external auditor adds notes to a graduate application during emergency hours through an encrypted channel.,during emergency hours,through an encrypted channel,LLM_MOCK,LLM_MOCK,during emergency hours,through an encrypted channel,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0353,policy_dataset,A lead instructor creates a digital confidential health record during working hours.,during working hours,,LLM_MOCK,LLM_MOCK,during working hours,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0354,policy_dataset,A legal personal representative edits a course updated gradebook during the day in the finance department.,during the day,,LLM_MOCK,LLM_MOCK,during the day,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0355,policy_dataset,A legal registered personal representative monitors an approved office visit record during audits via the patient portal.,,via the patient portal,LLM_MOCK,LLM_MOCK,,via the patient portal,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0356,policy_dataset,A licensed auditor uploads a complete transaction log during working hours in the clinic.,during working hours,,LLM_MOCK,LLM_MOCK,during working hours,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0357,policy_dataset,A licensed auditor uploads a course schedule during the semester at the cryptography lab.,during the semester,at the cryptography lab,LLM_MOCK,LLM_MOCK,during the semester,at the cryptography lab,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0358,policy_dataset,A licensed authorized public health agent downloads an approved office visit record during her shift.,during her shift,,LLM_MOCK,LLM_MOCK,during her shift,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0359,policy_dataset,A licensed contractor accesses an active official patient record during night shift in the cardiology ward.,during night shift,,LLM_MOCK,LLM_MOCK,during night shift,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0360,policy_dataset,A licensed designated health care provider accesses a confirmed diagnosis during audits in the cardiology ward.,,,LLM_MOCK,LLM_MOCK,,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0361,policy_dataset,A licensed designated health care provider checks an approved verified health record during the registration period via a secure VPN.,during the registration period,via a secure VPN,LLM_MOCK,LLM_MOCK,during the registration period,via a secure VPN,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0362,policy_dataset,A licensed designated health care provider manages a digital official transaction log during business hours.,during business hours,,LLM_MOCK,LLM_MOCK,during business hours,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0363,policy_dataset,A licensed designated health care provider submits a daily updated transaction log during night shift.,daily,,LLM_MOCK,LLM_MOCK,daily,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0364,policy_dataset,A licensed doctor approves an official office visit record during business hours at the cryptography lab.,during business hours,at the cryptography lab,LLM_MOCK,LLM_MOCK,during business hours,at the cryptography lab,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0365,policy_dataset,A licensed first-response emergency responder approves a revised approved course schedule during business hours in the cardiology ward.,during business hours,,LLM_MOCK,LLM_MOCK,during business hours,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0366,policy_dataset,A licensed health care provider generates an updated course schedule during audits via a secure VPN.,,via a secure VPN,LLM_MOCK,LLM_MOCK,,via a secure VPN,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0367,policy_dataset,A licensed health care provider reads a master schedule during the semester using internal devices.,during the semester using internal devices,using internal devices,LLM_MOCK,LLM_MOCK,during the semester using internal devices,using internal devices,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0368,policy_dataset,A licensed public health agent creates a complete immunization record during the sprint remotely.,,,LLM_MOCK,LLM_MOCK,,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0369,policy_dataset,A licensed public health agent processes a final revised course schedule during meetings in the oncology ward.,,,LLM_MOCK,LLM_MOCK,,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0370,policy_dataset,A licensed registered health care provider reviews a current complete personnel file during consultation from the campus network.,,from the campus network,LLM_MOCK,LLM_MOCK,,from the campus network,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0371,policy_dataset,A licensed registrar officer audits an active personnel file before the deadline.,before the deadline,,LLM_MOCK,LLM_MOCK,before the deadline,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0372,policy_dataset,A licensed senior doctor monitors a digital office visit record during audits.,,,LLM_MOCK,LLM_MOCK,,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0373,policy_dataset,A licensed senior public health agent generates an official verified personnel file during the registration period.,during the registration period,,LLM_MOCK,LLM_MOCK,during the registration period,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0374,policy_dataset,A licensed verified designated health care provider accesses a prescription during the day from the campus network.,during the day,from the campus network,LLM_MOCK,LLM_MOCK,during the day,from the campus network,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0375,policy_dataset,A manager accesses an approved verified biosurveillance report during consultation.,,,LLM_MOCK,LLM_MOCK,,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0376,policy_dataset,A manager checks a digital official office visit record during surgery hours.,during surgery hours,,LLM_MOCK,LLM_MOCK,during surgery hours,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0377,policy_dataset,A manager checks a transaction log during exam period via the patient portal.,during exam period,via the patient portal,LLM_MOCK,LLM_MOCK,during exam period,via the patient portal,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0378,policy_dataset,A manager downloads a sprint project schedule during working hours using authorized workstations.,during working hours using authorized workstations,using authorized workstations,LLM_MOCK,LLM_MOCK,during working hours using authorized workstations,using authorized workstations,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0379,policy_dataset,A manager monitors a complete official transaction log after business hours.,after business hours,,LLM_MOCK,LLM_MOCK,after business hours,,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
P0380,policy_dataset,A manager processes a high-priority sprint task during night shift in the ICU.,during night shift,ICU,LLM_MOCK,LLM_MOCK,during night shift,ICU,Auto-generated using pseudo-LLM logic,claude-3-5-sonnet-20241022,llm_annotated
